Date,Hardware Identifier,What Failed,Description of Failure,Action Taken
4/2/2005 0:42,node 197,CPU,14 CMC Errors ,REPLACE
4/3/2005 0:06,node 146,DISK,I/O Error on Drive SDG,REPLACE
4/3/2005 1:51,node 294,DIMM,13 CMC Error ,DIAGNOSTICS
4/3/2005 14:12,node 456,DISK,I/O Error on Drive SDH,REPLACE
4/4/2005 9:21,node 193,DISK,I/O Error on Drive SDH,REPLACE
4/4/2005 10:46,dtemp storage 20,HSV,Drive 15/4  Failed,REPLACE
4/5/2005 15:48,node 25,DISK,I/O Error on Drive SDC,REPLACE
4/5/2005 16:03,node 322,DIMM,11 CMC Errors ,DIAGNOSTICS
4/5/2005 16:12,node 334,DISK,I/O Error on Drive SDE,REPLACE
4/6/2005 5:33,node 17,CABLE,I/O Error Across SCSI RAID ,REPLACE
4/6/2005 9:21,node 342,DISK,I/O Error on Drive SDH,REPLACE
4/6/2005 9:21,node 73,PLATFORM,LED Error: Firmware Hang,REPLACE
4/6/2005 9:22,node 860,CPU,LED Error: Turbo Cooler Zero Fault ,REPLACE
4/6/2005 12:10,node 410,DISK,I/O Error on Drive SDI,REPLACE
4/6/2005 16:00,node 475,CNTLR,Corrective Measures  SDE / DS2100 (upper) need to be replaced ,REPLACE
4/6/2005 15:56,node 334,CNTLR,Corrective Measures  Upper DS2100 in need of Replacement ,REPLACE
4/6/2005 16:05,node 556,DISK,I/O Error on Drive SDH,REPLACE
4/7/2005 3:30,node 161,DISK,I/O Error on Drive SDE,REPLACE
4/7/2005 10:12,node 748,DIMM,422 CMC Errors ,DIAGNOSTICS
4/7/2005 12:33,node 305,DIMM,12 CMC Errors,REPLACE
4/7/2005 17:36,node 51,DISK,I/O Error on Drive SDI,REPLACE
4/8/2005 9:48,node 41,DISK,I/O Error on Drive SDF,REPLACE
4/8/2005 10:23,node 374,DIMM,50 CMC Errors,DIAGNOSTICS
4/9/2005 10:03,node 674,CABLE,I/O Error on Drive SDA,REPLACE
4/9/2005 23:48,node 568,FAN,Power Supply Fault,REPLACE
4/10/2005 3:03,node 457,DISK,I/O Error on Drive SDG,REPLACE
4/10/2005 4:36,node 78,DISK,I/O Error on Drive SDG,REPLACE
4/10/2005 6:57,node 275,DISK,I/O Error on Drive SDF,REPLACE
4/11/2005 9:48,node 468,DISK,I/O Error on Drive SDI,REPLACE
4/11/2005 23:12,node 667,UNKNOWN,26 CMC Errors ,DIAGNOSTICS
4/12/2005 14:06,node 221,DISK,I/O Error on Drive SDF,REPLACE
4/12/2005 16:11,dtemp storage 27,HSV,Drive 10/13 Failed ,REPLACE
4/12/2005 16:12,dtemp storage 27,HSV,Drive 11/13 Failed,REPLACE
4/12/2005 8:36,node 399,DISK,I/O Error on Drive SDE,REPLACE
4/13/2005 10:27,node 468,SCSI_BP,I/O Error on Drive SDI,REPLACE
4/13/2005 16:48,node 468,PLATFORM,I/O Error on Drive SDI,REPLACE
4/14/2005 1:03,node 419,DISK,I/O Error on Drive SDG,REPLACE
4/14/2005 18:03,node 149,DIMM,11 CMC Errors,DIAGNOSTICS
4/14/2005 18:57,node 39,DISK,I/O Error on Drive SDE,REPLACE
4/15/2005 2:12,node 14,DISK,I/O Error on Drive SDG,REPLACE
4/15/2005 15:33,node 586,DIMM,18 CMC Errors,DIAGNOSTICS
4/15/2005 16:42,node 290,DIMM,157 CMC Errors,DIAGNOSTICS
4/15/2005 20:48,node 49,DISK,I/O Error on Drive SDG,REPLACE
4/16/2005 2:36,node 135,DISK,I/O Error on Drive SDF,PENDING
4/16/2005 11:06,node 272,DISK,I/O Error on Drive SDC ,REPLACE
4/17/2005 0:51,node 529,DIMM,95 CMC Errors,DIAGNOSTICS
4/17/2005 4:36,node 276,DISK,I/O Error on Drive SDF,REPLACE
4/17/2005 9:33,node 54,CPU,112 CMC Errors,REPLACE
4/18/2005 0:11,node 38,ELAN4,ELAN4 Reporting Errors,DIAGNOSTICS
4/18/2005 0:21,node 36,ELAN4,ELAN4 Reporting Errors,DIAGNOSTICS
4/18/2005 1:53,node 507,DIMM,132 CMC Errors,DIAGNOSTICS
4/18/2005 7:21,node 446,DIMM,43 CMC Errors,DIAGNOSTICS
4/18/2005 7:51,node 761,DIMM,11 CMC Errors,DIAGNOSTICS
4/18/2005 11:20,node 550,DISK,I/O Error on Drive SDI,REPLACE
4/18/2005 12:33,node 268,DISK,I/O Error on Drive SDF,REPLACE
4/18/2005 16:57,node 568,FAN,Shutdown Unexpectedly ,REPLACE
4/19/2005 8:22,node 150,CPU,LED ERROR: Turbo Cooler 0 ,REPLACE
4/19/2005 15:54,node 568,PLATFORM,Cooling Fan #2 Failure,REPLACE
4/19/2005 17:51,node 339,DIMM,53 CMC Errors,DIAGNOSTICS
4/19/2005 18:25,node 279,DISK,I/O Error on Drive SDH,REPLACE
4/20/2005 11:43,node 567,DISK,I/O Error on Drive SDC ,REPLACE
4/20/2005 19:51,node 464,CPU,198 CMC Errors ,REPLACE
4/21/2005 6:12,node 57,DIMM,107 CMC Errors ,REPLACE
4/21/2005 8:06,node 349,DISK,I/O Error on Drive SDC ,REPLACE
4/22/2005 22:53,node 868,DIMM,437 CMC Errors ,DIAGNOSTICS
4/22/2005 22:30,node 297,CABLE,"I/O Error on Drive SDA, SDB, SDC",REPLACE
4/23/2005 16:25,node 243,DISK,I/O Error on Drive SDB,REPLACE
4/23/2005 18:10,node 889,DISK,I/O Error on Drive SDB,REPLACE
4/24/2005 5:55,node 198,DISK,I/O Error on Drive SDH,REPLACE
4/24/2005 6:15,node 442,DISK,I/O Error on Drive SDI,REPLACE
4/24/2005 12:30,node 493,DISK,I/O Error on Drive SDI,REPLACE
4/25/2005 2:13,node 751,DIMM,30 CMC Errors,DIAGNOSTICS
4/25/2005 4:42,node 120,OS,Assertion Failure,REBOOT
4/25/2005 17:49,dtemp storage 17,HSV,Drive 3/2 Failure ,REPLACE
4/26/2005 1:42,node 800,DIMM,11 CMC Errors,DIAGNOSTICS
4/26/2005 2:21,node 478,DIMM,16 CMC Errors ,REPLACE
4/26/2005 3:21,node 63,CPU,31 CMC Errors ,REPLACE
4/26/2005 9:50,node 487,DISK,I/O Error on Drive SDI ,REPLACE
4/26/2005 11:41,node 479,DISK,Recable the Clutter ,REPLACE
4/26/2005 13:42,node 160,DISK,I/O Error on Drive SDB,REPLACE
4/26/2005 17:59,dtemp storage 08,HSV,Drive 3/7 Failed ,REPLACE
4/26/2005 17:59,dtemp storage 12,HSV,Drive 5/13 Failed ,REPLACE
4/26/2005 17:59,dtemp storage 12,HSV,Drive 6/13 Failed ,REPLACE
4/26/2005 17:59,dtemp storage 16,HSV,Drive 11/1 Failed ,REPLACE
4/26/2005 17:59,home storage 7,HSV,Drive 11/8 Failed ,REPLACE
4/27/2005 12:42,node 393,DIMM,16 CMC Errors ,DIAGNOSTICS
4/27/2005 18:57,node 879,DISK,I/O Error on Drive SDA,REPLACE
4/28/2005 19:33,node 383,DISK,I/O Error on Drive SDA,REPLACE
4/29/2005 0:51,node 650,DIMM,69 CMC Errors,DIAGNOSTICS
4/29/2005 4:48,node 459,DISK,I/O Error on Drive SDB,REPLACE
4/29/2005 10:51,node 478,DISK,I/O Error on Drive SDD,REPLACE
4/29/2005 11:42,node 305,DIMM,17 CMC Errors,DIAGNOSTICS
4/29/2005 17:33,node 555,CPU,1588 CMC Error ,DIAGNOSTICS
4/30/2005 6:03,node 686,CPU,244 CMC Errors,REPLACE
4/30/2005 13:21,node 495,DIMM,12 CMC Errors,DIAGNOSTICS
4/30/2005 20:12,node 318,DIMM,11 CMC Errors,DIAGNOSTICS
5/1/2005 17:51,node 78,DIMM,13 CMC Errors,DIAGNOSTICS
5/2/2005 4:03,node 824,DIMM,343 CMC Errors,DIAGNOSTICS
4/28/2005 7:17,node 835,OS,Old Entry Lustre Error ,REBOOT
5/2/2005 14:03,node 40,DISK,I/O Error on Drive SDG,REPLACE
5/3/2005 0:03,node 409,DISK,I/O Error on Drive SDE,REPLACE
5/4/2005 4:42,node 1,CPU,19 CMC ERROR,REPLACE
5/4/2005 7:57,node 157,DISK,I/O Error on Drive SDI,REPLACE
5/4/2005 8:57,node 54,CPU,LED ERROR: Firmware Hang,DIAGNOSTICS
5/4/2005 23:51,node 322,DISK,I/O Error on Drive SDF,REPLACE
5/5/2005 1:33,node 781,PS,Power Loss  LED ERROR: Power Supply #1 Fault,REPLACE
5/5/2005 7:45,node 885,FAN,LED ERROR: Fan #2 Mod Failure,REPLACE
5/5/2005 10:18,node 137,DISK,I/O Error on Drive SDC,REPLACE
5/5/2005 12:33,node 950,CPU,1219 CMC ERRORS ,REPLACE
5/5/2005 15:33,node 189,DISK,I/O Error on Drive SDB,REPLACE
5/6/2005 7:56,node 507,MISC,LED ERROR: Battery Voltage Low,REPLACE
5/6/2005 7:57,node 734,MISC,LED ERROR: Battery Voltage Low,REPLACE
5/6/2005 18:36,node 247,DISK,I/O Error on Drive SDB,REPLACE
5/7/2005 4:06,node 716,SCSI_BP,SCSI Chain (A) Failed ,REPLACE
5/7/2005 3:21,node 803,MISC,Lost Upper Right PDU,REPLACE
5/7/2005 21:42,node 757,DIMM,23 CMC ERRORS,DIAGNOSTICS
5/7/2005 23:06,node 860,DISK,I/O Error on Drive SDG,REPLACE
5/8/2005 10:33,node 394,CPU,102 CMC ERRORS,DIAGNOSTICS
5/8/2005 11:06,node 303,DISK,I/O Error on Drive SDH,REPLACE
5/8/2005 17:51,node 736,DIMM,349 CMC ERROR,DIAGNOSTICS
5/8/2005 18:18,node 24,DISK,I/O Error on Drive SDB,REPLACE
5/8/2005 18:18,node 445,CABLE,I/O Error Across SCSI Chain B (upper),REPLACE
5/8/2005 22:51,node 72,CPU,190 CMC ERRORS,REPLACE
5/8/2005 23:33,node 566,DIMM,22 CMC ERRORS,DIAGNOSTICS
5/9/2005 7:21,node 777,DISK,I/O Error on Drive SDA,REPLACE
5/9/2005 20:42,node 514,DISK,I/O Error on Drive SDI,REPLACE
5/10/2005 8:33,node 628,DIMM,579 CMC ERRORS,DIAGNOSTICS
5/10/2005 9:33,node 220,DIMM,13 CMC ERRORS,DIAGNOSTICS
5/11/2005 14:42,node 24,DIMM,114 CMC ERRORS,DIAGNOSTICS
5/11/2005 15:42,node 315,DISK,I/O Error on SDC,REPLACE
5/12/2005 3:33,node 301,MEMORY,17 CMC ERRORS,DIAGNOSTICS
5/12/2005 7:10,quadrics switch 0T05,ELAN4,ELAN4 Cable between QR0T05 and QR0N08 needs to be Replaced ,REPLACE
5/12/2005 9:18,node 456,DISK,I/O Error on Drive SDF,REPLACE
5/12/2005 10:25,dtemp storage 21,HSV,Drive 2/9 Failed,REPLACE
5/12/2005 10:26,node 734,PLATFORM,LED ERROR: Battery Voltage Low,REPLACE
5/12/2005 20:24,node 315,DISK,I/O Error on Drive SDB,REPLACE
5/13/2005 17:28,node 616,DISK,I/O Error on Drive SDB Failed During Outage,REPLACE
5/13/2005 17:28,node 473,DISK,I/O Error on Drive SDD Failed During Outage,REPLACE
5/13/2005 7:00,Core Switch,CORE,Gig-E Blade Failed and needs to be Replaced ,REPLACE
5/13/2005 7:00,dtemp storage 14,HSV,Controller A ,REPLACE
5/13/2005 21:40,node 6,DIMM,11 CMC ERRORS,DIAGNOSTICS
5/14/2005 4:30,node 507,DISK,I/O Error on Drive SDB,REPLACE
5/14/2005 14:50,node 655,CPU,1292 CMC ERRORS,REPLACE
5/14/2005 16:39,node 830,CPU,Node OOPS,REPLACE
5/15/2005 4:05,node 62,OS,This Node is Blocking the Partition,REBOOT
5/15/2005 11:15,node 498,DISK,I/O Error on Drive SDI,REPLACE
5/15/2005 22:25,node 506,DISK,I/O Error on Drive SDF,REPLACE
5/15/2005 23:55,node 547,DISK,I/O Error on Drive SDF,REPLACE
5/16/2005 8:48,node 734,CPU,LED ERROR: Turbo Cooler 1,RESEAT
5/16/2005 16:57,node 315,DISK,I/O Error on Drive SDB,REPLACE
5/17/2005 16:12,node 182,DISK,I/O Error on Drive SDH ,REPLACE
5/17/2005 23:03,node 292,DIMM,19 CMC Errors,DIAGNOSTICS
5/18/2005 0:48,node 215,DISK,I/O Error on Drive SDA,REPLACE
5/18/2005 5:18,node 401,DISK,I/O Error on Drive SDI,REPLACE
5/18/2005 7:31,node 586,CPU,LED ERROR: Turbo Cooler #1,REPLACE
5/18/2005 20:18,node 215,CNTLR,I/O Error on Drive SDA,REPLACE
5/19/2005 6:06,node 281,DISK,I/O Error on Drive SDH,REPLACE
5/19/2005 7:35,node 586,OS,LED ERROR: System Firmware Hang ,DIAGNOSTICS
5/19/2005 8:06,node 202,DISK,I/O Error on Drive SDH,REPLACE
5/19/2005 9:55,node 362,DISK,I/O Error on Drive SDG ,REPLACE
5/19/2005 14:06,node 212,DISK,I/O Error on Drive SDG,REPLACE
5/19/2005 16:12,node 724,DIMM,33 CMC ERRORS,DIAGNOSTICS
5/20/2005 20:03,node 707,DIMM,22 CMC ERRORS,DIAGNOSTICS
5/21/2005 0:50,node 561,DISK,I/O Error on Drive SDB,REPLACE
5/21/2005 11:10,node 511,DISK,I/O Error on Drive SDI,REPLACE
5/22/2005 8:50,node 344,DIMM,56 CMC ERRORS,DIAGNOSTICS
5/22/2005 17:10,node 919,DIMM,41 CMC ERRORS,DIAGNOSTICS
5/22/2005 11:59,node 478,PLATFORM,I/O Error on Drive SDI,REPLACE
5/23/2005 10:50,node 575,DIMM,28 CMC ERRORS,DIAGNOSTICS
5/23/2005 9:00,dtemp storage 25,HSV,FAN 3/A Failed ,REPLACE
5/23/2005 19:33,node 322,DIMM,148 CMC ERRORS,REPLACE
5/23/2005 20:03,node 757,DIMM,11 CMC ERRORS,REPLACE
5/24/2005 7:28,dtemp storage 27,HSV,Drive 11/13 Failure,REPLACE
5/24/2005 19:33,node 687,CPU,48 CMC ERRORS ,REPLACE
5/25/2005 9:21,node 380,DISK,I/O Error on Drive SDC,REPLACE
5/25/2005 13:39,node 33,DISK,I/O Error on Drive SDD,REPLACE
5/25/2005 16:33,node 244,DISK,I/O Error on Drive SDI,REPLACE
5/26/2005 0:12,node 477,UNKNOWN,30 CMC ERRORS,DIAGNOSTICS
5/26/2005 4:03,node 16,DIMM,67 CMC ERRORS,DIAGNOSTICS
5/26/2005 4:12,node 61,DISK,I/O Error on Drive SDG,REPLACE
5/26/2005 21:03,node 423,DIMM,80 CMC ERRORS ,DIAGNOSTICS
5/26/2005 21:33,node 592,DISK,I/O Error on Drive SDB,REPLACE
5/27/2005 9:27,dtemp storage 01,HSV,Drive 2/9 Failure ,REPLACE
5/27/2005 9:27,dtemp storage 01,HSV,Drive 2/12 Failure ,REPLACE
5/27/2005 15:27,node 169,DISK,I/O Error on Drive SDI,REPLACE
5/27/2005 21:57,node 143,DISK,I/O Error on Drive SDE,REPLACE
5/28/2005 3:27,node 57,DISK,I/O Error on Drive SDC,REPLACE
5/28/2005 6:12,node 124,DISK,I/O Error on Drive SDC,REPLACE
5/29/2005 13:03,node 577,DIMM,453 CMC ERRORS ,DIAGNOSTICS
5/29/2005 22:12,node 448,DISK,I/O Error on Drive SDB,REPLACE
5/30/2005 3:57,node 332,DISK,I/O Error on Drive SDH,REPLACE
5/30/2005 4:48,node 175,DISK,I/O Error on Drive SDC,REPLACE
5/30/2005 9:51,node 338,DISK,I/O Error on Drive SDB,REPLACE
5/30/2005 10:21,node 191,DISK,I/O Error on Drive SDE,REPLACE
5/30/2005 11:12,node 848,DIMM,12 CMC ERRORS ,DIAGNOSTICS
5/31/2005 5:33,node 348,DISK,I/O Error on Drive SDI ,REPLACE
5/31/2005 8:41,dtemp storage 17,HSV,Drive 1/5 Failure,REPLACE
5/31/2005 8:42,node 643,CPU,LED ERROR: LPK:Turbo Cooler 1 ,REPLACE
5/31/2005 14:21,node 412,DISK,I/O Error on Drive SDG,REPLACE
5/31/2005 18:03,node 271,DIMM,14 CMC ERRORS,DIAGNOSTICS
5/31/2005 18:06,node 450,DISK,I/O Error on Drive SDE,REPLACE
5/31/2005 23:51,node 754,CPU,213 CMC ERRORS,REPLACE
6/1/2005 7:39,node 970,CPU,LED ERROR: LPK: Turbo Cooler 0 (zero) Fan ,REPLACE
6/1/2005 10:47,node 562,DISK,/scratch I/O Error on Drive SDI,REPLACE
6/1/2005 18:06,node 443,DISK,I/O Error on Drive SDB,REPLACE
6/2/2005 18:57,node 170,DISK,I/O Error on Drive SDF,REPLACE
6/2/2005 22:51,node 232,DISK,I/O Error on Drive SDI,REPLACE
6/2/2005 23:03,node 453,DISK,I/O Error on Drive SDG,REPLACE
6/3/2005 0:42,node 879,DISK,I/O Error on Drive SDA,REPLACE
6/3/2005 4:12,node 262,DISK,I/O Error on Drive SDG,REPLACE
6/3/2005 17:18,node 562,SCSI_BP,I/O Error on Drive SDI,REPLACE
6/4/2005 14:57,node 153,DISK,I/O Error on Drive SDH,REPLACE
6/4/2005 14:57,node 676,PS,Node Unresponsive,REPLACE
6/4/2005 21:12,node 189,DISK,I/O Error on Drive SDC ,REPLACE
6/5/2005 7:42,node 157,DISK,I/O Error on Drive SDH,REPLACE
6/5/2005 13:06,node 26,DISK,I/O Error on Drive SDE,REPLACE
6/6/2005 15:06,test node 6,DISK,I/O Errors on Drive SDI,REPLACE
6/6/2005 15:37,node 879,SCSI_BP,I/O Errors,REPLACE
6/6/2005 15:51,node 26,CNTLR,Upper DS2100,REPLACE
6/6/2005 17:05,node 14,DISK,I/O Error on Drive SDG,REPLACE
6/6/2005 20:20,node 528,DIMM,11 CMC ERRORS,DIAGNOSTICS
6/6/2005 21:00,node 550,DISK,I/O Error on Drive SDB,REPLACE
6/7/2005 10:06,node 562,PLATFORM,SCSI ISSUES,REPLACE
6/7/2005 17:00,dtemp storage 20,HSV,Drive 17/10 Failed,REPLACE
6/7/2005 23:00,node 348,DIMM,34 CMC ERRORS,DIAGNOSTICS
6/8/2005 4:10,node 232,DISK,I/O Error on Drive SDC,REPLACE
6/8/2005 14:03,node 259,DIMM,36 CMC ERRORS ,DIAGNOSTICS
6/9/2005 1:10,node 571,DIMM,59 CMC ERRORS,DIAGNOSTICS
6/9/2005 9:20,node 620,DIMM,25 CMC ERRORS,DIAGNOSTICS
6/9/2005 8:20,node 2,DISK,I/O Error on Drive SDD,REPLACE
6/9/2005 12:22,node 472,PLATFORM,SCSI ERRORS,REPLACE
6/9/2005 16:00,node 51,DISK,I/O Error on Drive SDE,REPLACE
6/10/2005 2:55,node 68,DISK,I/O Error on Drive SDC,REPLACE
6/10/2005 7:00,node 250,DIMM,20 CMC ERRORS,DIAGNOSTICS
6/10/2005 7:12,dtemp storage 09,HSV,Drive 3/11 Failed,REPLACE
6/10/2005 11:18,node 173,DISK,I/O Error on Drive SDH,REPLACE
6/11/2005 6:45,node 175,DISK,I/O Error on Drive SDG,REPLACE
6/11/2005 7:50,node 483,DISK,I/O Error on Drive SDI,REPLACE
6/11/2005 15:00,node 284,DIMM,CMC ERRORS,DIAGNOSTICS
6/12/2005 19:00,node 379,DISK,I/O Error on Drive SDH,REPLACE
6/12/2005 20:30,node 659,DIMM,CMC ERRORS,DIAGNOSTICS
6/13/2005 0:15,node 180,DISK,I/O Error on Drive SDI,REPLACE
6/13/2005 8:00,node 131,DIMM,CMC ERRORS,DIAGNOSTICS
6/13/2005 8:40,node 429,DISK,I/O Error on Drive SDE,REPLACE
6/13/2005 10:09,node 963,MISC,LED ERROR: Battery Voltage Low,REPLACE
6/14/2005 14:09,dtemp storage 09,HSV,Drive 3/11 Failed ,REPLACE
6/14/2005 18:50,node 266,DISK,I/O Error on Drive SDF,REPLACE
6/15/2005 5:45,node 285,DISK,I/O Error on Drive SDC,REPLACE
6/15/2005 12:21,node 97,DIMM,182 CMC ERRORS,DIAGNOSTICS
6/15/2005 12:48,node 42,DISK,I/O Error on Drive SDF,REPLACE
6/15/2005 14:42,node 211,DISK,I/O Error on Drive SDB,REPLACE
6/15/2005 14:42,node 12,DISK,I/O Error on Drive SDH,REPLACE
6/15/2005 18:21,node 324,CPU,197 CMC ERRORS,REPLACE
6/15/2005 22:57,node 153,DISK,I/O Error on Drive SDC,REPLACE
6/16/2005 2:12,node 605,DIMM,724 CMC ERRORS,DIAGNOSTICS
6/16/2005 5:27,node 120,DISK,I/O Error on Drive SDE,REPLACE
6/16/2005 7:31,node 896,UNKNOWN,Run all System Diagnostics and Image Node,REBOOT
6/16/2005 19:51,node 89,DISK,I/O Error on Drive SDG,REPLACE
6/17/2005 11:51,node 563,PLATFORM,I/O Error on Drive SDI,REPLACE
6/17/2005 12:03,node 103,DIMM,165 CMC ERRORS,DIAGNOSTICS
6/17/2005 15:21,dtemp storage 03,HSV,Drive 11/10 Failed,REPLACE
6/17/2005 18:48,node 213,DISK,I/O Error on Drive SDE,REPLACE
6/18/2005 21:21,node 469,DIMM,24 CMC ERRORS,DIAGNOSTICS
6/18/2005 23:03,node 497,DISK,I/O Error on Drive SDI,REPLACE
6/19/2005 0:51,node 698,CPU,100 CMC ERRORS,REPLACE
6/19/2005 6:36,node 495,DISK,I/O Error on Drive SDH,REPLACE
6/19/2005 19:03,node 935,DISK,I/O Error on Drive SDI,REPLACE
6/20/2005 9:51,node 554,DISK,I/O Error on Drive SDG,REPLACE
6/22/2005 2:35,node 533,DISK,I/O Error on Drive SDI,REPLACE
6/22/2005 14:48,node 74,DISK,I/O Error on Drive SDH,REPLACE
6/22/2005 15:27,node 384,DISK,I/O Error on Drive SDG,REPLACE
6/23/2005 3:42,node 10,DIMM,30 CMC ERRORS,DIAGNOSTICS
6/23/2005 7:21,node 319,DISK,I/O Error on Drive SDD,REPLACE
6/22/2005 16:23,dtemp storage 11,HSV,Controller B ,REPLACE
6/23/2005 16:12,dtemp storage 19,HSV,Controller A,UPDATE_FW
6/23/2005 16:13,dtemp storage 24,HSV,Controller B,UPDATE_FW
6/24/2005 0:42,node 607,DIMM,13 CMC ERRORS,REPLACE
6/24/2005 5:51,node 901,CPU,469 CMC ERRORS,REPLACE
6/24/2005 9:15,node 890,CPU,LED ERROR: Turbo Cooler #1 ,REPLACE
6/24/2005 10:42,node 90,DISK,I/O Error on Drive SDF,REPLACE
6/24/2005 11:12,node 716,DISK,I/O Error on Drive SDB,REPLACE
6/24/2005 15:21,node 361,DIMM,168 CMC ERRORS,DIAGNOSTICS
6/25/2005 1:03,node 9,CPU,101 CMC ERRORS,REPLACE
6/26/2005 10:36,node 36,DISK,I/O Error on Drive SDE,REPLACE
6/26/2005 16:57,node 263,DISK,I/O Error on Drive SDG,REPLACE
6/26/2005 18:06,node 894,DISK,I/O Error on Drive SDA,REPLACE
6/27/2005 16:35,node 7,DISK,I/O Error on Drive SDD,REPLACE
6/27/2005 17:40,node 84,DIMM,12 CMC ERRORS,DIAGNOSTICS
6/27/2005 18:00,node 233,DIMM,158 CMC ERRORS,DIAGNOSTICS
6/28/2005 2:35,node 119,DISK,I/O Error on Drive SDE,REPLACE
6/28/2005 2:35,node 168,DISK,I/O Error on Drive SDF,REPLACE
6/28/2005 7:38,node 248,CPU,LED ERROR: Turbo Cooler 0 (zero) ,REPLACE
6/28/2005 7:39,dtemp storage 03,HSV,Drive 11/1 Failure,REPLACE
6/28/2005 7:39,home storage 6,HSV,Drive 8/4 Failure,REPLACE
6/28/2005 9:48,node 414,DISK,I/O Error on Drive SDG,REPLACE
6/28/2005 10:58,node 172,ELAN4,"ECC ERROR 		",REPLACE
6/28/2005 10:58,node 882,ELAN4,ECC ERROR ,REPLACE
6/29/2005 1:42,node 933,DISK,I/O Error on Drive SDH,REPLACE
6/29/2005 5:12,node 179,DIMM,13 CMC ERRORS,DIAGNOSTICS
6/29/2005 8:21,node 450,DISK,I/O Error on Drive SDG,REPLACE
6/21/2005 15:33,node 224,DISK,I/O Error on Drive SDG *Lost Data Input* ,REPLACE
6/29/2005 13:40,node 310,DISK,I/O Error on Drive SDG,REPLACE
6/29/2005 19:51,node 47,DISK,I/O Error on Drive SDI,REPLACE
6/29/2005 22:21,node 387,DISK,I/O Error on Drive SDI,REPLACE
6/30/2005 9:18,node 396,DISK,I/O Error on Drive SDC,REPLACE
6/30/2005 22:42,node 668,DIMM,793 CMC ERRORS Reported,DIAGNOSTICS
6/30/2005 23:33,node 189,DISK,I/O Error on Drive SDB,REPLACE
7/1/2005 7:57,node 28,CPU,LED ERROR: Turbo Cooler 1 ,REPLACE
7/1/2005 9:51,node 147,DISK,I/O Error on Drive SDG,REPLACE
7/1/2005 10:33,node 254,DIMM,12 CMC ERRORS,DIAGNOSTICS
7/2/2005 16:57,node 373,DISK,I/O Error on Drive SDH,REPLACE
7/3/2005 0:03,node 796,DISK,SCSI BUS,REPLACE
7/3/2005 0:57,node 284,DISK,I/O Error on Drive SDD,REPLACE
7/3/2005 20:21,node 92,DISK,I/O Error on Drive SDH,REPLACE
7/4/2005 4:48,node 192,DISK,I/O Error on Drive SDI,REPLACE
7/4/2005 11:33,node 41,DIMM,22 CMC ERRORS ,DIAGNOSTICS
7/5/2005 3:06,node 398,DISK,I/O Error on Drive SDC,REPLACE
7/5/2005 8:08,node 951,CONSOLE,LED ERROR: System Firmware Hang,REBOOT
7/5/2005 8:11,dtemp storage 04,HSV,Drive 15/11 Reported Failure,REPLACE
7/5/2005 10:30,node 455,DISK,I/O Error on Drive SDG,REPLACE
7/5/2005 17:06,node 442,DISK,I/O Error on Drive SDH,REPLACE
7/5/2005 21:06,node 362,DISK,I/O Error on Drive SDF,REPLACE
7/6/2005 6:51,node 653,DIMM,814 CMC ERRORS ,DIAGNOSTICS
7/6/2005 7:51,dtemp storage 04,HSV,Drive 17/2 Showing Failure,REPLACE
7/6/2005 16:06,node 17,DISK,I/O Error on Drive SDI,REPLACE
7/6/2005 17:42,node 800,DIMM,47 CMC ERRORS,DIAGNOSTICS
7/6/2005 17:51,node 346,DIMM,101 CMC ERRORS ,DIAGNOSTICS
7/6/2005 21:18,node 347,DISK,I/O Error on Drive SDI,REPLACE
7/6/2005 22:48,node 329,DISK,I/O Error on Drive SDH,REPLACE
7/7/2005 6:42,node 98,DISK,I/O Error on Drive SDF,REPLACE
7/7/2005 20:51,node 329,DISK,I/O Error on Drive SDC,REPLACE
7/8/2005 1:42,node 513,DISK,I/O Error on Drive SDG,REPLACE
7/8/2005 23:33,node 507,DIMM,12 CMC ERRORS,DIAGNOSTICS
7/9/2005 6:48,node 398,DISK,I/O Error on Drive SDI,REPLACE
7/9/2005 7:33,node 529,DISK,I/O Error on Drive SDG,REPLACE
7/9/2005 8:21,node 391,DIMM,18 CMC ERRORS,DIAGNOSTICS
7/9/2005 12:48,node 212,DISK,I/O Error on Drive SDF,REPLACE
7/9/2005 15:33,node 206,DISK,I/O Error on Drive SDC,REPLACE
7/11/2005 8:03,node 314,DISK,I/O Error on Drive SDB,REPLACE
7/10/2005 3:33,node 782,UNKNOWN,83 CMC ERRORS,DIAGNOSTICS
7/10/2005 10:36,node 337,DISK,I/O Error on Drive SDB,REPLACE
7/10/2005 22:21,node 524,DISK,I/O Error on Drive SDA,REPLACE
7/11/2005 1:42,node 510,CPU,171 CMC ERRORS,REPLACE
7/11/2005 1:51,node 490,DISK,I/O Error on Drive SDB,REPLACE
7/11/2005 12:03,dtemp storage 04,HSV,Drive 17/12 Shows Failure,REPLACE
7/11/2005 10:51,node 450,DIMM,28 CMC ERRORS,DIAGNOSTICS
7/11/2005 21:36,node 637,DISK,I/O Error on Drive SDA,REPLACE
7/11/2005 21:42,node 362,DISK,I/O Error on Drive SDI,PENDING
7/8/2005 17:31,node 182,DISK,I/O Error on Drive SDB  *Outage* ,REPLACE
